Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Circulo de Linguistica Aplicada a la Comunicacion	1576-4737	1576-4737	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.31
MUSICAL TIMES	0027-4666	N/A	MUSIC - AHCI	N/A	N/A	0.27
Journal of Nietzsche Studies	0968-8005	1538-4594	PHILOSOPHY - AHCI	N/A	N/A	0.84
Journal of Beliefs & Values-Studies in Religion & Education	1361-7672	1469-9362	RELIGION - AHCI	N/A	N/A	1.83
ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS	0095-5809	N/A	CLASSICS - AHCI	N/A	N/A	0.34
ZEITSCHRIFT FUR HISTORISCHE FORSCHUNG	0340-0174	1865-5599	HISTORY - AHCI	N/A	N/A	0.99
JOURNAL OF MODERN GREEK STUDIES	0738-1727	1086-3265	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.20
SIMIOLUS-NETHERLANDS QUARTERLY FOR THE HISTORY OF ART	0037-5411	N/A	ART - AHCI	N/A	N/A	0.58
Shakespeare	1745-0918	1745-0926	LITERATURE, BRITISH ISLES - AHCI$THEATER - AHCI	N/A	N/A	1.51
JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS	0037-9808	2150-5926	ARCHITECTURE - AHCI	N/A	N/A	0.94
Belleten	0041-4255	0041-4255	ARCHAEOLOGY - AHCI$HISTORY - AHCI	N/A	N/A	0.13
HISTORIA MEXICANA	0185-0172	2448-6531	HISTORY - AHCI	N/A	N/A	0.79
METU Journal of the Faculty of Architecture	0258-5316	0258-5316	ARCHITECTURE - AHCI	N/A	N/A	0.55
History and Technology	0734-1512	1477-2620	HISTORY - AHCI	N/A	N/A	1.82
WAFFEN-UND KOSTUMKUNDE	0042-9945	N/A	ART - AHCI	N/A	N/A	0.03
Journal of Contemporary Religion	1353-7903	1469-9419	RELIGION - AHCI	N/A	N/A	1.40
International Journal of Islamic Architecture	2045-5895	2045-5909	ARCHITECTURE - AHCI	N/A	N/A	0.98
JOURNAL OF CHURCH AND STATE	0021-969X	2040-4867	RELIGION - AHCI	N/A	N/A	1.12
Visual Studies	1472-586X	1472-5878	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.76
COMPARATIVE LITERATURE	0010-4124	1945-8517	LITERATURE - AHCI	N/A	N/A	1.51
JOURNAL OF THE AMERICAN ACADEMY OF RELIGION	0002-7189	1477-4585	RELIGION - AHCI	N/A	N/A	1.74
ART JOURNAL	0004-3249	2325-5307	ART - AHCI	N/A	N/A	0.36
JOURNAL OF INDIAN PHILOSOPHY	0022-1791	1573-0395	ASIAN STUDIES - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.76
Games and Culture	1555-4120	1555-4139	CULTURAL STUDIES - AHCI	N/A	N/A	1.70
ZYGON	0591-2385	1467-9744	RELIGION - AHCI	N/A	N/A	1.03
HISTORY OF POLITICAL THOUGHT	0143-781X	2051-2988	HISTORY - AHCI	N/A	N/A	1.29
MASSACHUSETTS REVIEW	0025-4878	2330-0485	LITERARY REVIEWS - AHCI	N/A	N/A	0.55
JOURNAL OF THE HISTORY OF PHILOSOPHY	0022-5053	1538-4586	PHILOSOPHY - AHCI	N/A	N/A	1.16
REVIEW OF ENGLISH STUDIES	0034-6551	1471-6968	LITERATURE - AHCI	N/A	N/A	1.92
ROMANISTISCHE ZEITSCHRIFT FUR LITERATURGESCHICHTE-CAHIERS D HISTOIRE DES LITTERATURES ROMANES	0343-379X	2509-7474	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.39
TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY	0167-7411	1572-8749	PHILOSOPHY - AHCI	N/A	N/A	2.61
REVIEW-LITERATURE AND ARTS OF THE AMERICAS	0890-5762	1743-0666	LITERARY REVIEWS - AHCI	N/A	N/A	0.11
RELIGION & LITERATURE	0888-3769	N/A	LITERATURE - AHCI$RELIGION - AHCI	N/A	N/A	0.00
Kritika Kultura	2094-6937	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.78
HISTORIOGRAPHIA LINGUISTICA	0302-5160	1569-9781	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.11
Contemporary South Asia	0958-4935	1469-364X	ASIAN STUDIES - AHCI	N/A	N/A	2.31
Symbolae Osloenses	0039-7679	1502-7805	CLASSICS - AHCI	N/A	N/A	1.21
Contemporary Womens Writing	1754-1476	1754-1484	LITERATURE - AHCI	N/A	N/A	0.48
CAMERA OBSCURA	0270-5346	1529-1510	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.32
Linguistics and Education	0898-5898	1873-1864	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.42
Linguistica Antverpiensia New Series-Themes in Translation Studies	2295-5739	2295-5739	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.75
Journal of Social Philosophy	0047-2786	1467-9833	PHILOSOPHY - AHCI	N/A	N/A	0.75
International Journal of Community Music	1752-6299	1752-6302	MUSIC - AHCI	N/A	N/A	1.30
Mediterranean Archaeology & Archaeometry	1108-9628	2241-8121	ARCHAEOLOGY - AHCI	N/A	N/A	0.54
RHETORICA-A JOURNAL OF THE HISTORY OF RHETORIC	0734-8584	1533-8541	HISTORY - AHCI$LITERATURE - AHCI	N/A	N/A	0.49
Anales de Literatura Chilena	0717-6058	0719-0913	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.45
GERMAN LIFE AND LETTERS	0016-8777	1468-0483	LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	2.61
International Journal of Hindu Studies	1022-4556	1574-9282	RELIGION - AHCI	N/A	N/A	0.84
THEATRE HISTORY STUDIES	0733-2033	N/A	THEATER - AHCI	N/A	N/A	0.31
SLAVONIC AND EAST EUROPEAN REVIEW	0037-6795	2222-4327	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.85
Journal of Linguistic Anthropology	1055-1360	1548-1395	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.04
International Journal of Public Theology	1872-5171	1569-7320	RELIGION - AHCI	N/A	N/A	0.94
Laboratory Phonology	1868-6346	1868-6354	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.60
BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES	0076-0730	2041-5370	CLASSICS - AHCI	N/A	N/A	1.22
MUSIK IN BAYERN	0937-583X	N/A	MUSIC - AHCI	N/A	N/A	0.00
WELT DER SLAVEN-HALBJAHRESSCHRIFT FUR SLAVISTIK	0043-2520	N/A	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.70
INTERNATIONAL JOURNAL OF AFRICAN HISTORICAL STUDIES	0361-7882	2326-3016	HISTORY - AHCI	N/A	N/A	0.56
CALIFORNIA HISTORY	0162-2897	2327-1485	HISTORY - AHCI	N/A	N/A	0.22
Ethical Perspectives	1370-0049	1783-1431	PHILOSOPHY - AHCI	N/A	N/A	0.21
Britain and the World	2043-8567	2043-8575	HISTORY - AHCI	N/A	N/A	0.97
ETHNOMUSICOLOGY	0014-1836	2156-7417	MUSIC - AHCI	N/A	N/A	2.31
CULTURAL CRITIQUE	0882-4371	1460-2458	CULTURAL STUDIES - AHCI	N/A	N/A	0.14
COMITATUS-A JOURNAL OF MEDIEVAL AND RENAISSANCE STUDIES	0069-6412	1557-0290	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.67
British Journal for the History of Philosophy	0960-8788	1469-3526	PHILOSOPHY - AHCI	N/A	N/A	0.84
Alea-Estudos Neolatinos	1517-106X	1807-0299	LITERATURE, ROMANCE - AHCI	N/A	N/A	2.46
THEORY CULTURE & SOCIETY	0263-2764	1460-3616	CULTURAL STUDIES - AHCI	N/A	N/A	2.54
Pomegranate	1528-0268	N/A	RELIGION - AHCI	N/A	N/A	0.14
Quaestio Rossica	2311-911X	2313-6871	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.72
SCIENCE AS CULTURE	0950-5431	1470-1189	CULTURAL STUDIES - AHCI$HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	1.67
Journal of the History of Collections	0954-6650	1477-8564	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.15
ART HISTORY	0141-6790	1467-8365	ART - AHCI	N/A	N/A	0.92
SCRIPTORIUM	0036-9772	N/A	LITERATURE - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.60
WAR IN HISTORY	0968-3445	1477-0385	HISTORY - AHCI	N/A	N/A	0.69
Ben Jonson Journal	1079-3453	1755-165X	LITERATURE, BRITISH ISLES - AHCI	N/A	N/A	1.82
Journal of Germanic Linguistics	1470-5427	1475-3014	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.48
REVUE D HISTOIRE ECCLESIASTIQUE	0035-2381	2294-1088	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.09
Iranica Antiqua	0021-0870	1783-1482	ARCHAEOLOGY - AHCI	N/A	N/A	0.10
International Studies in the Philosophy of Science	0269-8595	1469-9281	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.60
INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY	1047-482X	1099-1212	ARCHAEOLOGY - AHCI	N/A	N/A	0.83
STUDI STORICI	0039-3037	2036-458X	HISTORY - AHCI	N/A	N/A	0.37
ETUDES CLASSIQUES	0014-200X	0014-200X	CLASSICS - AHCI	N/A	N/A	0.00
HISTORY AND THEORY	0018-2656	1468-2303	HISTORY - AHCI	N/A	N/A	3.65
JOURNAL OF INDO-EUROPEAN STUDIES	0092-2323	0092-2323	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.73
PROOFTEXTS-A JOURNAL OF JEWISH LITERARY HISTORY	0272-9601	1086-3311	LITERATURE - AHCI	N/A	N/A	0.41
Popular Music	0261-1430	1474-0095	MUSIC - AHCI	N/A	N/A	1.16
QUADERNI D ITALIANISTICA	0226-8043	0226-8043	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.08
OLBA	1301-7667	N/A	ARCHAEOLOGY - AHCI	N/A	N/A	0.08
Irish Theological Quarterly	0021-1400	1752-4989	RELIGION - AHCI	N/A	N/A	0.65
PARERGON	0313-6221	1832-8334	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.14
BULLETIN OF HISPANIC STUDIES	1475-3839	1478-3398	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.51
Bulletin of the American Schools of Oriental Research	0003-097X	2161-8062	ARCHAEOLOGY - AHCI	N/A	N/A	0.78
Journal of Historical Pragmatics	1566-5852	1569-9854	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.63
FRENCH FORUM	0098-9355	1534-1836	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.71
HAHR-Hispanic American Historical Review	0018-2168	1527-1900	HISTORY - AHCI	N/A	N/A	2.55
Ephemerides Theologicae Lovanienses	0013-9513	1783-1423	RELIGION - AHCI	N/A	N/A	0.38
EUROPEAN JOURNAL OF PHILOSOPHY	0966-8373	1468-0378	PHILOSOPHY - AHCI	N/A	N/A	1.19
International Journal of Childrens Spirituality	1364-436X	1469-8455	RELIGION - AHCI	N/A	N/A	1.37
Journal of French Language Studies	0959-2695	1474-0079	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.60
JOURNAL OF MILITARY HISTORY	0899-3718	1543-7795	HISTORY - AHCI	N/A	N/A	0.60
Nuncius-Journal of the History of Science	0394-7394	1825-3911	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.17
Studi Musicali-Nuova Serie	0391-7789	2037-6413	MUSIC - AHCI	N/A	N/A	0.13
LITERATURE & HISTORY-THIRD SERIES	0306-1973	2050-4594	HISTORY - AHCI$LITERATURE - AHCI	N/A	N/A	0.73
Muqarnas	0732-2992	2211-8993	ARCHITECTURE - AHCI$ART - AHCI	N/A	N/A	1.12
Studia Canonica	2295-3019	2295-3027	RELIGION - AHCI	N/A	N/A	0.38
NEW ORLEANS REVIEW	0028-6400	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.00
Architectural Science Review	0003-8628	1758-9622	ARCHITECTURE - AHCI	N/A	N/A	4.93
JOURNAL OF CONSCIOUSNESS STUDIES	1355-8250	N/A	PHILOSOPHY - AHCI	N/A	N/A	1.43
MUSLIM WORLD	0027-4909	1478-1913	ASIAN STUDIES - AHCI$RELIGION - AHCI	N/A	N/A	0.52
MUSIC THEORY SPECTRUM	0195-6167	1533-8339	MUSIC - AHCI	N/A	N/A	1.48
Lexikos	1684-4904	2224-0039	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.37
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY	0308-6534	1743-9329	HISTORY - AHCI	N/A	N/A	1.39
PACIFIC PHILOSOPHICAL QUARTERLY	0279-0750	1468-0114	PHILOSOPHY - AHCI	N/A	N/A	2.06
RELIGIOUS STUDIES	0034-4125	1469-901X	RELIGION - AHCI	N/A	N/A	1.54
Analytic Philosophy	2153-9596	2153-960X	PHILOSOPHY - AHCI	N/A	N/A	1.41
COLLEGE ENGLISH	0010-0994	2161-8178	LITERATURE - AHCI	N/A	N/A	5.18
LOGOS-A JOURNAL OF CATHOLIC THOUGHT AND CULTURE	1091-6687	1533-791X	RELIGION - AHCI	N/A	N/A	0.37
Al-Shajarah	1394-6870	1394-6870	RELIGION - AHCI	N/A	N/A	0.52
HISPANIC REVIEW	0018-2176	1553-0639	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.13
LINGUISTIC REVIEW	0167-6318	1613-3676	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.62
Literary Imagination	1523-9012	1752-6566	LITERARY REVIEWS - AHCI	N/A	N/A	0.57
Australasian Drama Studies	0810-4123	N/A	THEATER - AHCI	N/A	N/A	1.49
Communio Viatorum	0010-3713	N/A	RELIGION - AHCI	N/A	N/A	0.13
French Cultural Studies	0957-1558	1740-2352	CULTURAL STUDIES - AHCI	N/A	N/A	0.18
Utilitas	0953-8208	1741-6183	PHILOSOPHY - AHCI	N/A	N/A	1.08
Oriens	0078-6527	1877-8372	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.30
Politics and Religion	1755-0483	1755-0491	RELIGION - AHCI	N/A	N/A	2.48
PRINT QUARTERLY	0265-8305	N/A	ART - AHCI	N/A	N/A	0.19
NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS	0028-4866	1937-2213	HISTORY - AHCI$LITERATURE, AMERICAN - AHCI	N/A	N/A	0.70
RESEARCH IN AFRICAN LITERATURES	0034-5210	1527-2044	LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN - AHCI	N/A	N/A	1.54
Britannia	0068-113X	1753-5352	ARCHAEOLOGY - AHCI$HISTORY - AHCI	N/A	N/A	0.93
Etikk i Praksis	1890-3991	1890-4009	PHILOSOPHY - AHCI	N/A	N/A	0.26
BIBLICA	0006-0887	0006-0887	RELIGION - AHCI	N/A	N/A	0.38
ARCHIV FUR GESCHICHTE DER PHILOSOPHIE	0003-9101	1613-0650	PHILOSOPHY - AHCI	N/A	N/A	0.50
South East Asia Research	0967-828X	2043-6874	ASIAN STUDIES - AHCI	N/A	N/A	2.34
French Screen Studies	2643-8941	2643-895X	FILM, RADIO, TELEVISION - AHCI	N/A	N/A	0.34
BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR	0005-8076	1865-9373	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI	N/A	N/A	0.52
Croatian Journal of Philosophy	1333-1108	1847-6139	PHILOSOPHY - AHCI	N/A	N/A	0.29
STUDI MEDIEVALI	0391-8467	N/A	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.45
Umeni-Art	0049-5123	1804-6509	ART - AHCI	N/A	N/A	0.14
JOURNAL OF HELLENIC STUDIES	0075-4269	2041-4099	CLASSICS - AHCI	N/A	N/A	1.75
Historical Records of Australian Science	0727-3061	1448-5508	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.42
Zeitschrift fur Sprachwissenschaft	0721-9067	1613-3706	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.54
ANALYSIS	0003-2638	1467-8284	PHILOSOPHY - AHCI	N/A	N/A	1.62
Twentieth Century British History	0955-2359	1477-4674	HISTORY - AHCI	N/A	N/A	3.18
JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY	0363-6941	N/A	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, BRITISH ISLES - AHCI$LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.47
Urban Design International	1357-5317	1468-4519	ARCHITECTURE - AHCI	N/A	N/A	1.58
MODERN DRAMA	0026-7694	1712-5286	THEATER - AHCI	N/A	N/A	1.26
MILTON QUARTERLY	0026-4326	1094-348X	POETRY - AHCI	N/A	N/A	1.07
PAJ-A JOURNAL OF PERFORMANCE AND ART	1520-281X	1537-9477	THEATER - AHCI	N/A	N/A	0.30
PACIFIC NORTHWEST QUARTERLY	0030-8803	N/A	HISTORY - AHCI	N/A	N/A	0.00
Intercultural Pragmatics	1612-295X	1613-365X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.48
Teorema	0210-1602	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.31
Studies in Theatre and Performance	1468-2761	2040-0616	THEATER - AHCI	N/A	N/A	0.95
Acta Literaria	0717-6848	0717-6848	LITERATURE, ROMANCE - AHCI	N/A	N/A	1.19
Exchange-Journal of Contemporary Christianities in Context	0166-2740	1572-543X	RELIGION - AHCI	N/A	N/A	0.50
ANQ-A QUARTERLY JOURNAL OF SHORT ARTICLES NOTES AND REVIEWS	0895-769X	1940-3364	LITERATURE - AHCI	N/A	N/A	0.76
TOPIA-Canadian Journal of Cultural Studies	1206-0143	1916-0194	CULTURAL STUDIES - AHCI	N/A	N/A	0.42
Hispanic Research Journal-Iberian and Latin American Studies	1468-2737	1745-820X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.39
Small Axe	0799-0537	1534-6714	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.39
FRENCH STUDIES	0016-1128	1468-2931	LITERATURE, ROMANCE - AHCI	N/A	N/A	2.63
Philosophical Explorations	1386-9795	1741-5918	PHILOSOPHY - AHCI	N/A	N/A	1.23
Ideas y Valores	0120-0062	2011-3668	PHILOSOPHY - AHCI	N/A	N/A	0.14
Language Problems & Language Planning	0272-2690	1569-9889	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.58
QUADERNI URBINATI DI CULTURA CLASSICA	0033-4987	1724-1901	CLASSICS - AHCI	N/A	N/A	0.52
Teologia y Vida	0049-3449	N/A	RELIGION - AHCI	N/A	N/A	0.43
SEDERI-Yearbook of the Spanish and Portuguese Society for English Renaissance Studies	1135-7789	1135-7789	LITERATURE, BRITISH ISLES - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	0.00
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES	0085-6401	1479-0270	ASIAN STUDIES - AHCI	N/A	N/A	2.06
ANNALES DE BRETAGNE ET DES PAYS DE L OUEST	0399-0826	2108-6443	HISTORY - AHCI	N/A	N/A	0.10
Journal of Architecture	1360-2365	1466-4410	ARCHITECTURE - AHCI	N/A	N/A	1.03
CONTEMPORARY CHINESE THOUGHT	1097-1467	1558-0997	ASIAN STUDIES - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.03
Zeitschrift fur Assyriologie und Vorderasiatische Archaologie	0084-5299	1613-1150	ARCHAEOLOGY - AHCI$HISTORY - AHCI$LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.49
STAND	0038-9366	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.00
Early Medieval China	1529-9104	1946-7842	ASIAN STUDIES - AHCI	N/A	N/A	0.05
MNEMOSYNE	0026-7074	1568-525X	CLASSICS - AHCI	N/A	N/A	1.23
Buddhist Studies Review	0265-2897	1747-9681	RELIGION - AHCI	N/A	N/A	0.36
SOURCE-NOTES IN THE HISTORY OF ART	0737-4453	2328-207X	ART - AHCI	N/A	N/A	0.19
MUSEUM INTERNATIONAL	1350-0775	1468-0033	ART - AHCI	N/A	N/A	1.51
ZEITSCHRIFT FUR SLAVISCHE PHILOLOGIE	0044-3492	2509-7482	LITERATURE, SLAVIC - AHCI	N/A	N/A	0.49
WORD & IMAGE	0266-6286	1943-2178	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.58
AMERICAN QUARTERLY	0003-0678	1080-6490	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	1.58
ANALES CERVANTINOS	0569-9878	1988-8325	LITERATURE, ROMANCE - AHCI	N/A	N/A	2.06
Mediterranean Historical Review	0951-8967	1743-940X	HISTORY - AHCI	N/A	N/A	0.48
Culture et Musees	1766-2923	2111-4528	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.08
HISTORICAL METHODS	0161-5440	1940-1906	HISTORY - AHCI	N/A	N/A	3.18
STUDIES IN PHILOLOGY	0039-3738	1543-0383	LANGUAGE & LINGUISTICS - AHCI$LITERATURE - AHCI	N/A	N/A	0.69
ARCHAEOFAUNA	1132-6891	1132-6891	ARCHAEOLOGY - AHCI	N/A	N/A	0.30
MLN	0026-7910	1080-6598	LITERARY THEORY & CRITICISM - AHCI	N/A	N/A	0.86
FRANCAIS MODERNE	0015-9409	N/A	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.10
YALE FRENCH STUDIES	0044-0078	N/A	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.55
Journal of Juristic Papyrology	0075-4277	N/A	ARCHAEOLOGY - AHCI	N/A	N/A	0.04
Revista de Historia da Sociedade e da Cultura	1645-2259	2183-8615	HISTORY - AHCI	N/A	N/A	0.22
ZEITSCHRIFT FUR VOLKSKUNDE	0044-3700	N/A	FOLKLORE - AHCI	N/A	N/A	0.44
ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE	0004-1327	1920-1222	LITERATURE - AHCI	N/A	N/A	1.12
Linguistics Vanguard	2199-174X	2199-174X	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.09
Religious Studies Review	0319-485X	1748-0922	RELIGION - AHCI	N/A	N/A	0.11
ZEITSCHRIFT FUR DIE NEUTESTAMENTLICHE WISSENSCHAFT UND DIE KUNDE DER ALTEREN KIRCHE	0044-2615	1613-009X	RELIGION - AHCI	N/A	N/A	0.70
Social Epistemology	0269-1728	1464-5297	HISTORY & PHILOSOPHY OF SCIENCE - AHCI$PHILOSOPHY - AHCI	N/A	N/A	1.24
JOURNAL OF PSYCHOLOGY AND THEOLOGY	0091-6471	2328-1162	RELIGION - AHCI	N/A	N/A	0.91
East European Jewish Affairs	1350-1674	1743-971X	HISTORY - AHCI$RELIGION - AHCI	N/A	N/A	0.31
Eikasmos-Quaderni Bolognesi di Filologia Classica	1121-8819	1121-8819	CLASSICS - AHCI	N/A	N/A	0.30
CENTRAL ASIATIC JOURNAL	0008-9192	N/A	ASIAN STUDIES - AHCI	N/A	N/A	0.11
Medieval Archaeology	0076-6097	1745-817X	ARCHAEOLOGY - AHCI$MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.82
TEXAS STUDIES IN LITERATURE AND LANGUAGE	0040-4691	1534-7303	LITERATURE - AHCI	N/A	N/A	0.80
Historical Materialism-Research in Critical Marxist Theory	1465-4466	1569-206X	PHILOSOPHY - AHCI	N/A	N/A	0.72
MUSIKFORSCHUNG	0027-4801	N/A	MUSIC - AHCI	N/A	N/A	0.15
CLCWEB-Comparative Literature and Culture	1481-4374	1481-4374	LITERATURE - AHCI	N/A	N/A	0.59
Concentric-Literary and Cultural Studies	1729-6897	1729-8792	LITERARY THEORY & CRITICISM - AHCI$LITERATURE - AHCI	N/A	N/A	0.59
SIXTEENTH CENTURY JOURNAL	0361-0160	2326-0726	HISTORY - AHCI	N/A	N/A	0.18
Celebrity Studies	1939-2397	1939-2400	CULTURAL STUDIES - AHCI	N/A	N/A	0.73
CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA	0011-1503	1870-4905	PHILOSOPHY - AHCI	N/A	N/A	0.17
FRENCH REVIEW	0016-111X	2329-7131	LITERATURE, ROMANCE - AHCI	N/A	N/A	0.63
VERIFICHE	0391-4186	N/A	PHILOSOPHY - AHCI	N/A	N/A	0.03
Praehistorische Zeitschrift	0079-4848	1613-0804	ARCHAEOLOGY - AHCI	N/A	N/A	0.73
FONTES ARTIS MUSICAE	0015-6191	2471-156X	MUSIC - AHCI	N/A	N/A	0.33
Language Assessment Quarterly	1543-4303	1543-4311	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	1.37
Dao-A Journal of Comparative Philosophy	1540-3009	1569-7274	ASIAN STUDIES - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.76
IEEE ANNALS OF THE HISTORY OF COMPUTING	1058-6180	1934-1547	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.23
Postcolonial Studies	1368-8790	1466-1888	CULTURAL STUDIES - AHCI$HISTORY - AHCI	N/A	N/A	1.42
GEORGIA REVIEW	0016-8386	N/A	LITERARY REVIEWS - AHCI	N/A	N/A	0.00
SCIENCE IN CONTEXT	0269-8897	1474-0664	HISTORY & PHILOSOPHY OF SCIENCE - AHCI	N/A	N/A	0.32
Disparidades-Revista de Antropologia	N/A	2659-6881	FOLKLORE - AHCI	N/A	N/A	0.68
SCOTTISH HISTORICAL REVIEW	0036-9241	1750-0222	HISTORY - AHCI	N/A	N/A	1.39
NOTES	0027-4380	1534-150X	MUSIC - AHCI	N/A	N/A	0.25
POETICS TODAY	0333-5372	N/A	LITERATURE - AHCI	N/A	N/A	2.42
SEVENTEENTH CENTURY	0268-117X	2050-4616	MEDIEVAL & RENAISSANCE STUDIES - AHCI	N/A	N/A	1.04
REVUE DES ETUDES JUIVES	0484-8616	1783-175X	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.33
Journal of Design History	0952-4649	1741-7279	ART - AHCI	N/A	N/A	0.95
Res Philosophica	2168-9105	2168-9113	PHILOSOPHY - AHCI	N/A	N/A	1.19
Studia Logica	0039-3215	1572-8730	PHILOSOPHY - AHCI	N/A	N/A	1.03
Africana Linguistica	2033-8732	2034-8436	LANGUAGE & LINGUISTICS - AHCI	N/A	N/A	0.36
Philosophical Papers	0556-8641	1996-8523	PHILOSOPHY - AHCI	N/A	N/A	1.07
SCIENCE-FICTION STUDIES	0091-7729	N/A	LITERATURE - AHCI	N/A	N/A	0.85
FORUM ITALICUM	0014-5858	2168-989X	LANGUAGE & LINGUISTICS - AHCI$LITERATURE, ROMANCE - AHCI	N/A	N/A	0.26
BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY	0162-4962	1529-1456	LITERATURE - AHCI	N/A	N/A	1.00
PHILOSOPHY EAST & WEST	0031-8221	1529-1898	ASIAN STUDIES - AHCI$PHILOSOPHY - AHCI	N/A	N/A	0.55
ENGLISH LANGUAGE NOTES	0013-8282	2573-3575	LITERATURE - AHCI	N/A	N/A	1.35
Utopian Studies	1045-991X	2154-9648	HUMANITIES, MULTIDISCIPLINARY - AHCI	N/A	N/A	0.69
